id,sentiment,review
8248_9,1,"When you see the cover of the DVD you're convinced this is some Class B cheesy cheapie, a film made for $1,000 in somebody's backyard.<br /><br />Wrong! <br /><br />This is quality material and really good. It's a comedy and a clever one at that. It also is very touching in spots, with a nice spot of kindness. The production values are very good (this looks excellent), the actors are known, the film's direction and sets are great. It's amazing. Who would have thought?<br /><br />Carrie-Ann Moss, playing against-type, is terrific, as\Helen Robinson,\"" the June Cleaver-like wife; Billy Connolly is great as the grunting good-hearted zombie \""Fido;\"" Tim Blake Nelson (\""Mr. Theopolis\"") is a hoot is the neighbor with the sexy zombie girlfriend \""Tammy,\"" and Henry Czerny and Dylan Baker as dads (check) are excellent, too K'Sun Ray as young \""Timmy Robinson,\"" shouldn't be overlooked, either. In fact, he probably has more lines in the movie than anyone.<br /><br />If I explain the story it will sound so stupid that few of you would watch it. You'll just have to take the word of the people here who liked it and found it to be a very, very pleasant surprise. You need a dark sense of humor, though; an appreciation of the absurd."""
5346_7,1,"Carol, the young girl at the center of the story, is transplanted to a foreign land, Spain, at the height of the Civil War conflict in the late 30s. For this girl, everything is new, in it's foreignness. The war and her father are her constant worries, while she has to immerse herself in a provincial culture that is years behind what she has in New York.<br /><br />Imanol Uribe directs this film by the numbers. Carol's family is obviously divided, while Carol's mother is married to someone that is an air force pilot with the leftist faction, the rest of the family's sympathies are with the Franco and the fascists that won the conflict.<br /><br />The story adds nothing to what has already been told, much better, but it's an easy film to watch. Northern Spain's magnificent landscape is shown. Don't expect a lot of action since most of what happens revolves around Carol and the young boys she befriends.<br /><br />Clara Lago plays Carol with sincerity and innocence. Maria Barranco is Carol's mother Aurora, the one that went away to America. Rosa Maria Sarda is Maruja, the teacher who befriends Carol. Carmelo Gomez, plays Alfonso, the man that Aurora left behind when she left for America. This actor, who usually has lead roles in most Spanish films, doesn't have anything to do, as he remains an enigma throughout the movie."
10791_9,1,"A true hero of modern times , Chuck Norris has left TV \Walker , Rexas Ranger \"", and is looking new steps for his artistic career. The President´s man is the second movie of a future TV series , with Norris in the title role, and with young actors like Jennifer Tung or Judson Mills ( one of the young rangers of \""Walker \"" ) . The old master teachs to young aspirant . It´s one of the most powerful themes of \""The president´s man \"". In this tima, \""A line in the sand \"" has reached world surprise for his tratment of terrorism in USA , months before the tragic September 11. Eric Norris, son of Chuck is the director . The movie is amusing, a good action work , plenty of fights and heroism . Chuck Norris have many plans for the future . Bells of innocence , his next picture, will be the following.<br /><br />"""
8616_8,1,"What if a platoon of G.I.'s from the Japanese army were to be send back in time 400 years right in the middle of the feudal wars that led to the formation of the Tokugawa Shogunate? Great pitch right? The movie does exactly what it says on the tin.<br /><br />Thankfully the writers didn't bother to explain the, usually ridiculous in sci-fi movies, scientific mumbo jumbo of time transport. No how's or why's. They just did. However the time transport sequence itself is trippy as hell and quite beautiful, if not a bit dated. Not as silly as one would imagine.<br /><br />The rest of the movie follows the premise to a T. But while it loses a bit of steam with the various subplots that follow the G.I.s arrival to medieval Japan, it picks up with a devastating battle sequence. Undoubtedly it's the main order of the day. The whole concept and by extension the movie itself, was probably originated from this simple pitch: what if G.I.'s equipped with the latest in modern warfare were to fight samurais? And boy does it deliver.<br /><br />The main battle sequence that spans more than half an hour is probably one of THE best of its kind in 70's action/war movies. Not only is it relentless and exhausting in pace and length, it's also a terrific mish-mash of styles and techniques that only unique premises like G.I. Samurai can deliver. I mean, where else would you get the chance to feature tanks, ninjas complete with shuriikens, a helicopter and samurais in the same shot? The G.I. platoon led by lieutenant Iba tears literally through hundreds of extras, gunning them down with machine guns, mortars, grenades and tanks.<br /><br />This mish-mash of styles is with one foot firmly rooted in the sprawling jidai-geki epic of Kurosawa's Kagemusha or Hiroshi Inagaki's Samurai Banners, while the other is in western action and war movies. There are stylistic touches (like the wonderful slow-motion shots and bloody violence) that bring Sam Peckinpah or Enzo G. Castellari circa Keoma to mind. Japanese cinema has always been influenced by westerns and other Hollywood works and vice versa, and G.I. Samurai effortlessly turns this east-meets-west melting pot into an exciting film.<br /><br />The film-makers thankfully take the whole thing seriously and the movie benefits immensely from it. Not that tongue-in-cheek mentality is completely absent, it's just that it doesn't try to pander to so-bad-it's-good audiences that enjoy laughing at their movies. The budget was probably hefty, as it is evident in the hundreds of extras, elaborate costumes (very decent for a production that is not a traditional jidai-geki) and special effects. The camera-work and editing are all top notch, almost better than a movie with no higher artistic ambitions deserves.<br /><br />It's not withouts its flaws either of course. There are many \song\"" scenes, where all sorts of 70's Japanese rock, disco and country songs play over montages (there's a bonding scene, a love-interest scene, a \""war is hell\"" scene etc). The songs themselves are pretty lame and corny and detract from the whole thing. Although it clocks at a whooping 140 minutes, it flies like a bullet for the most part. Still some scenes, flashbacks and subplots in the first half could have been clipped for a tighter effect.<br /><br />The cast also deserves a mention, featuring such prominent names as Sonny Chiba, Isao Natsuyagi (Goyokin, Samurai Wolf), Tsunehiko Watase (The Yakuza Papers) and Hiroyuki Sanada, all of them hitting the right notes."""
1017_8,1,"I started watching the show from the first season, and at the beginning I was pretty skeptical about it. Original movie was kind of childish, and I was just looking for some sci-fi show while waiting for the BSG new season.<br /><br />But after few episodes I became a fan. I've loved the characters - the not-so-stupid-as-you-think-he-is Jack O'Neill, the not-only-smart Samantha Carter, the glorious Teal'c, women and kids favorite, and brilliant Dr. Daniel Jackson.<br /><br />Of course, stories sometimes not serious, sometimes even ridiculous, but mostly it's not about technology or space fighting - it's about helping your friend, even risking your life for him. It's about \we don't leave anybody behind\"". Struggling to the end when all hope is lost. About the free will, and all good qualities that makes a human - Human.<br /><br />And now it's breaking a record, going 10th season, and still doing good."""
10116_10,1,"An excellent and accurate film... McGovern takes great pains to research and document his writing and it pays off. He is not afraid to tell the truth, even though it might draw unfavourable reviews and comments from some who like stories to be clean and sweet and glossy.<br /><br />Once again, McGovern brings in Christopher Eccleston, though not in as high a profile a role as he played in Hillsborough. I found this movie as accurate, well acted and well presented as Hillsborough and I applaud McGovern for his poignant unapologetic writing. Well done and my hat is off to the writer, the actors, the production crew. A great film!"
8961_9,1,"Bell, Book and Candle was one of the great pop culture phenomena of the mid-twentieth century, very similar to the phenoms we see today (back in the 70's - more than ten years later - there were still endless references to this film). It made Novak a huge star, put a nice item on Jack Lemon's resume, cast new light on Jimmy Stewart, and gave Lancaster and Gingold new avenues to explore in their careers (both went on to continue to play witches and other curious \old bats\"", in film and television).<br /><br />Along with the 40s movie I Married a Witch (which helped to make Veronica Lake an icon), Bell, Book and Candle inspired the grand film and TV fascination with all things witchy that began with Bewitched and has continued through Practical Magic, Worst Witch and Harry Potter.<br /><br />What I rarely see noted is that the movie is also a rather interesting alternative Xmas movie. The story takes place over the Christmas holidays, and, despite the fact that it is superficially about witchcraft, actually embodies a great deal of Xmas spirit (giving, love, family, self-sacrifice, etc).<br /><br />I will always watch this movie (have seen it several times since my first viewing in the early 90's) particularly if it is shown around or just after the holiday season. It has style, substance, a great cast, and terrific production values. And like Adam's Rib, it casually expresses ideas that were rather radical for its time, are radical even now (in both movies the female character is guileless and powerful), and so always seems ahead of the times."""
2276_7,1,"If you've read Mother Night and enjoyed it so much (as I did) that you just have to see the movie, understand that you have to understand a fundamental element of Vonngut's writing - that beyond his story lies Vonnegut himself, and that you can't put a human mind on the screen. His whit and humor just cannot be transcribed by a screenplay or even the best acting performance. I believe that this movie exceeds in asking the key questions that Vonnegut poses in his book, but those frequent cynical moments of satire found on the page are not found on the screen. Does this mean that the movie misses the mark? Of course not. In my opinion, the movie succeeds because it does not try to recreate the experience of reading the book (this is not a medium for those too lazy to turn a page). It succeeds because it takes the fundamental elements of a story created by one of America's true artistic treasures and presents it in a a framework without pretense. I've seen other movie versions of Vonnegut books where the director obviously tries to channel Vonnegut's genius and loses grip on his own craft. I would not place this movie as one of the best I've seen, but it stands on its own legs as one well worth watching. By taking Vonnegut's \voice\"" out of the movie's narration or trying to insert it however it can, Mother Night tells his story brilliantly, and preserves the story's fundamental lessons without confusion, distraction, or disappointment."""
8962_9,1,"As a Pagan, I must say this movie has little if any Magickal significance. It's a \fun\"" witchcraft movie and not meant to teach us anything except that love is the strongest Magick of all, and never to use it in a controlling or vengeful way. That's a lesson everyone needs to learn, not just Pagans.<br /><br />That having been said, this movie is wonderfully written and sweetly executed by Kim Novak and the venerable Jimmy Stewart.<br /><br />Hermione Gingold delivers a stellar performance as Bianca, Elsa Lanchester (with too many movie credits to mention except as Ms. Jane Marbles of \""Murder By Death\"") was wonderful as Ms. Novak's absent-minded-yet-capable upstairs neighbor Queenie. Also starring Jack Lemmon (wonderful performance) and Jim Kovacs (brilliantly witty).<br /><br />\""Witches can't cry. Why, they can't shed a single tear because their heart is full of Magick. They don't have time for silly things such as love.\"" Queenie.<br /><br />Gillian Holroyd (Novak) and her brother Nicky (Jack Lemmon) are Manhattan witches. Cloaked deeply within the secret underworld of those of the Craft, they live among other New Yorkers as one of them, without so much as causing a raised eyebrow. <br /><br />But then, along comes Shepherd \""Shep\"" Henderson (Stewart), a steadfast, no-nonsense, dedicated businessman who is engaged to be married to Gillian's old college rival. <br /><br />By a quirky mishap of chance, he finds himself moving into Gillian's building and is instantly \""bewitched\"" by her charm and grace. By the use of Magick, with a little help from Pyewacket (Gillian's familiar, trained by Robert E. Blair) and Queenie, Gillian begins to work on this handsome new dream man to get back at her old enemy.<br /><br />But Magick should never be used to control, nor to hurt, and Gillian learns that the hard way in the most bittersweet way. Not only does she have to face what she's done, but she has to face Shep in her guilt. <br /><br />From the critical perspective; however, the movie takes a serious turn: The effects are very dated to the point of being pure camp. Some of the scenery was seemingly shot in the basement of someone's small home, but at least the characters were quirky and fun.<br /><br />On a personal note, Pyewacket steals the show. Great cat! Great training by Robert E. Blair. <br /><br />As a Note of Trivia, this is the roots for the beloved Bewitched television sitcom. This introduces the original Samantha and Darrin. All the characters of note are present and accounted for. You have but to look, to see it for yourself.<br /><br />This is one of my favorites, and I watch it often.<br /><br />This movie gets a 9.1/10 from...<br /><br />the Fiend :."""
8112_9,1,"Geniuses William Cameron Menzies and Herbert George Wells craft this extraordinary anticipation film, with ambition and scope hard to find today. They predict World War II and the way Great Britain was attacked, and also the fact that the war would be followed by a space race. They change the timing; in the film the war and the space exploration are much longer, but there are so many qualitatively correct things that it's amazing. We even see an helicopter (the film is older than them).<br /><br />Unforgettable giant planes and a futuristic meritocracy of scientists that seem Romans with bubble-helmets: if you can see through those funny costumes you may appreciate the state of the art architecture by masters from the 30s, Well's vision of a rationalistic society, interesting reflections on the nature of power, and John Cabal as archetype of the adventurous and inventive human being, the one that chooses to shape reality and not to be shaped by it.<br /><br />9 1/2 out of 10. Inspiring like that final monologue by John Cabal."
6902_7,1,"This is a modest, character driven comedy, filmed in Brazil on a low budget. The premise is familiar, the same as in the 1950's Danny Kaye movie **On the Double**: someone who, as a joke, does an impression of a Famous Person then is dragooned to impersonate the Person for real.<br /><br />The contrast between the two leads is highly effective. Raul Julia as the German-Paradorian secret policeman, is tall, cool, menacing and Latin. He sports a deliberately obvious blond dye job. Richard Dreyfus, animated, short, New York Jewish, is funny and sympathetic. There are many references and inside jokes about show business.<br /><br />The setting is clearly modeled on Paraguay. Paraguay was indeed ruled from the early fifties to the late eighties by Gen. Alfredo Stroessner, an unelected military dictator whose father had emigrated from Germany. But writer/director Mazurszky reveals his ignorance of local conditions when he paints Parador/Paraguay as a typical Latin American tyranny, with huge disparities in wealth and an active guerrilla insurgency. Further in this vein, Mazursky casts comic Jonathan Winters as an American retiree who in truth is C.I.A. station chief in Parador and a figure so powerful that he can give the president of the country a profanity-laced chewing out. <br /><br />In fact the U.S. has little influence in Paraguay, which is largely without the social and racial tensions seen elsewhere in the region. This is due to the country's having fought long and costly wars against much larger neighbors in the 19th and 20th centuries. The male population was nearly wiped out both times but the society that emerged was patriotic, racially homogeneous and strongly united. <br /><br />On yet another level, there is a bow to feminism in the form of the character Madonna. Played by Brazilian actress Sonia Braga, Madonna is a former nightclub dancer who is the body-stockinged presidential pleasure girl at the film's start but is seen on television as president herself at the end--now politically and cosmetically correct, no makeup, hair demurely pulled back, swept to office by a velvet revolution.<br /><br />The one time that such an event actually happened in Latin America, the administration of Argentina's Isabel Peron (not the beloved Evita, who never held office) lasted two years after the death of her husband, legendary **supremo** Juan Peron."
2485_10,1,"What an ambitious project Kenneth Branagh undertook here and how well it was realized! This is the first filmed version of 'Hamlet' to use the full text of Shakespeare's play, but Branagh didn't do it just because \it was there.\"" His intention, I believe, was to make the play accessible and understandable to the general viewer without dumbing it down, so to speak. In return he asks viewers to put in a little work themselves, a fair enough proposition and one that's a bargain.<br /><br />The setting is a generic 19th century European one and this does more than work well, it keeps a modern or ancient look from possibly distracting from the work itself. The production design and cinematography and both outstanding, which helps immensely when you're watching a four-hour movie. Branagh's casting once again is inspired and the acting is likewise. The direction accomplishes the heavy task of making this a movie rather than a deluxe version of a play. Since so much of 'Hamlet' is based on interior monologue and there are relatively few duels, battles, etc., this can be a daunting task. But everything Branagh tries to do seems to work.<br /><br />Branagh has always been one of the most interesting actor/writer/directors, if not always the best, since he made his big splash with 'Henry V.' One quibble I had with him was what I saw as a tendency to ham it up at times. In his portrayal of Hamlet here he might be accused of that again, but there is a method at work. Let's face it, 'Hamlet' is not an easy work for the average person to understand and if one has never seen it performed before, he or she needs help even if they've read the play. Hamlet has the most lines of any Shakespearian character and Branagh makes sure that his viewers know what this man is thinking and feeling throughout the film, even if you don't know the literal meaning of every arcane word. This performance by Branagh was at the very least worthy of an Oscar nomination.<br /><br />There are so many other outstanding performances here they're almost too numerous to mention, but some of them must be acknowledged. Derek Jacobi as Claudius is superb but even he takes a back seat to Kate Winslet when it comes to handing out praise. Her portrayal of Ophelia is awesome in its depth of feeling, made only more outstanding by the knowledge that she was only about 20 years old at the time! She looks to me like the finest young actress around. Other super performers in no particular order are Richard Briers, Nicholas Farrell, Michael Maloney, and Reece Dinsdale and Timothy Spall as Guildenstern and Rosencrantz, respectively. Honorable mention goes to Julie Christie, Charlton Heston, and Robin Williams, who manages to do his thing here successfully. Even Billy Crystal as a gravedigger works. The one cast member who doesn't, inexplicably, is Jack Lemmon. In the very opening scene he appears, and while the other three actors do a great job at setting the tense mood, Lemmon sounds like he is just running lines in rehearsal as a favor. You know this must have been a real dilemma for Branagh, since everything else about the movies screams out that it's the work of a perfectionist.<br /><br />Not to be facetious when speaking of a four-hour movie, but it does seem just a tad too long. Some monologues and conversations do tend to go on a bit, if I may be so bold, and a little bit of judicious pruning would be welcome.<br /><br />Did I forget anything, other than Patrick Doyle's score? No doubt I did. I'll just sum up by saying that Kenneth Branagh may have made the definitive film version of 'Hamlet,' and it will be a truly monumental production that tops this one."""
10704_10,1,"Are you a giraffe?... ask John to Nadia, and she, sure of responding well, responds him: yes. In this way begin the communication between a man and a woman who don't know each other, and at the same time, the questions and doubts in \Birthday Girl\"". A film that i heard a lot of times, but i don't dare to see... until two hours of write this.<br /><br />\""Birthday Girl\"" is a passionate movie that makes me fall in count, at the same time, that Nicole Kidman is one of the best actress (Besides she is pretty and intelligent) that i have ever seen. \""Birthday Girl\"" is the story of a lonely and routine man who looks for a wife at internet. The woman that he finds comes from Russia. She seems to be that delicate woman, normal, not more. One day, in her birthday comes suddenly, his cousin and his friend. The man, begin to discover certain things. Since here, he don't going to be the lonely and routine man that always have been.<br /><br />Much of us going to think that this movie is just a regular one with a exploited plot. Much of us going to think that the action and thrills are sure and don't novel. But \""Birthday Girl\"" is just the opposite. This movie is full of good surprises, good performances and a imaginative plot that i had never seen and imagined. This romantic thriller with certain funny touch is an excellent natural film with a lot of proposes for the films of it kind. \""Birthday Girl\"" have certain beauty and crudeness in its scenes, but at the same time, certain touching nature, and makes it so deeper.<br /><br />\""Birthday Girl\"" is sometimes sad, sometimes funny, sometimes violent, but at the end, is totally satisfactory. And I'm not sorry in say that this is a masterpiece.<br /><br />*Sorry for the mistakes...well, if there any."""
8696_10,1,"One of the unsung gems of the 1980's, Scenes... features razor-sharp satire and outstanding performances from Arnetia Walker (how did she not get a ton of roles after this?)and Wallace Shawn. It's a delicious send-up of class warfare and the people in those classes. The writing is hilarious and the characters, while not subtle, are nuanced. And, sorry, but the Asian gangs (if you can call one Japanese guy extorting one of the other characters a \gang\"") were not put in for \""sociological value\"" as another review implies they should been. The value here lies in what the movie is making fun of and in the sparklingly wicked way it does it. I found it creative, funny, and idiosyncratic."""
10596_8,1,"Every time this film is on the BBC somebody in the Radio Times says how it is a satire against the post war world of rationing and the welfare state. I do not think this is the point of the film at all. The film parodies the spivs(small time criminals who ran the blackmarket) and the housewives league who campaigned against government restrictions but were really a Tory front organisation.<br /><br />Yes of course the film sends up the political/social situation but in the end the people realise that they need all the controls to ensure a fair society,they want to be British and muddle through rather than foreign.<br /><br />But I don't think they go back to being exactly like they were before."
3403_9,1,"Gorgeous Techicolor production telling the unusual tale of the romance between a woman of strong religious faith and a Trappist monk who has left his monastery, breaking his vows. The film opens at a convent in Europe, where a former student prays - a lonely beauty in black named Domini (Marlene Dietrich). She is advised by the Mother Superior to go to the desert and \find herself\"", and lose her grief over her father who has recently died. In the train car on the way into the Sahara she sits opposite a very, very troubled man (Charles Boyer) - our former monk. She's soon at a hotel near a palm-treed oasis where she again sees our mysterious troubled man as he is stumped over what to do when confronted by a very seductive dancing girl. Domini becomes friends with him, though knows nothing of his past - romance soon to follow.<br /><br />This film is sentimental, melodramatic, and different (in a way, almost surreal and even a bit campy) - I found it to be quite fun and entertaining. The photography in this is really interesting - it is full of extreme facial close-ups and beautiful color shots of caravans of horses crossing the desert, silhouetted figures against a sunset sky. Marlene Dietrich gives a nicely done, though restrained, performance here and looks gorgeous. Charles Boyer - not usually one of my favorites - is actually pretty good in this, I think the part sort of suits him and he looks quite young and handsome too. Basil Rathbone is fine here, except given very little to do. Another great orchestral score by Max Steiner helps keep the drama rolling - all in all, a very enjoyable film."""
